city,neighbourhood,listings,price_mean,price_median,reviews_mean
london,Barking and Dagenham,372,60.52956989247312,45.0,0.7424731182795699
london,Barnet,1659,87.68595539481615,55.0,0.6963592525617842
london,Bexley,269,62.70631970260223,41.0,0.4404832713754646
london,Brent,2561,93.08902772354548,60.0,0.9376454509957048
london,Bromley,679,64.26067746686303,50.0,0.7057731958762886
london,Camden,5971,144.42890638084074,100.0,1.1675531736727516
london,City of London,465,190.7741935483871,150.0,0.8315913978494623
london,Croydon,1105,63.48868778280543,45.0,0.8058733031674208
london,Ealing,1746,79.77777777777777,55.0,0.8245418098510883
london,Enfield,673,65.4665676077266,50.0,0.617369985141159
london,Greenwich,1653,86.63339382940109,65.0,0.8875196612220205
london,Hackney,6275,95.76541832669322,75.0,0.7037721115537848
london,Hammersmith and Fulham,4210,131.62874109263657,95.0,0.9381140142517816
london,Haringey,2197,89.8179335457442,55.0,0.7981383705052344
london,Harrow,491,87.57230142566192,50.0,0.7259470468431772
london,Havering,255,73.57254901960785,45.0,0.8185098039215686
london,Hillingdon,668,63.971556886227546,49.0,1.2277844311377244
london,Hounslow,1030,99.10485436893204,62.5,0.9749223300970872
london,Islington,5108,112.62607674236492,90.0,0.8850998433829288
london,Kensington and Chelsea,6018,217.26802924559652,150.0,0.8631156530408773
london,Kingston upon Thames,555,78.17837837837838,55.0,0.8435495495495495
london,Lambeth,4853,92.89037708633836,70.0,1.014292190397692
london,Lewisham,2296,69.39329268292683,50.0,0.7266724738675958
london,Merton,1357,108.5047899778924,69.0,0.6095578481945467
london,Newham,1958,82.96680286006129,59.0,0.9275536261491318
london,Redbridge,700,64.23142857142857,45.0,0.7739142857142858
london,Richmond upon Thames,1200,125.77333333333333,90.0,0.8179583333333333
london,Southwark,4891,109.28399100388468,80.0,1.0308055612349214
london,Sutton,306,85.37254901960785,45.0,0.7396078431372549
london,Tower Hamlets,8240,91.69623786407767,72.0,1.0243167475728157
london,Waltham Forest,1431,70.87561146051712,52.0,0.7623899371069183
london,Wandsworth,4272,117.20950374531836,85.0,0.770437734082397
london,Westminster,9586,216.2534946797413,140.0,1.110543500938869
madrid,Abrantes,47,57.38297872340426,30.0,0.2959574468085106
madrid,Acacias,170,156.1764705882353,45.0,0.7381764705882352
madrid,Adelfas,92,55.391304347826086,47.0,0.5415217391304348
madrid,Aeropuerto,11,40.72727272727273,33.0,0.6163636363636363
madrid,Aguilas,53,66.15094339622641,40.0,0.3262264150943396
madrid,Alameda de Osuna,50,205.8,55.5,1.5116
madrid,Almagro,172,140.8081395348837,88.5,0.44
madrid,Almenara,87,101.52873563218392,55.0,0.8083908045977012
madrid,Almendrales,56,79.30357142857143,37.5,0.5339285714285714
madrid,Aluche,91,41.61538461538461,25.0,0.3124175824175824
madrid,Ambroz,23,141.95652173913044,34.0,0.4052173913043478
madrid,Amposta,16,209.875,35.0,0.226875
madrid,Apostol Santiago,21,95.95238095238096,36.0,0.3942857142857143
madrid,Arapiles,221,109.289592760181,40.0,0.4905429864253393
madrid,Aravaca,39,70.2051282051282,41.0,0.5482051282051282
madrid,Arcos,59,372.64406779661016,66.0,0.3069491525423728
madrid,Argüelles,281,102.98932384341636,65.0,0.5116014234875444
madrid,Atalaya,1,39.0,39.0,0.0
madrid,Atocha,28,80.21428571428571,70.0,2.054642857142857
madrid,Bellas Vistas,155,86.76774193548387,52.0,0.630774193548387
madrid,Berruguete,110,160.73636363636365,50.0,0.6776363636363636
madrid,Buenavista,70,96.3,40.0,0.2075714285714286
madrid,Butarque,17,35.94117647058823,28.0,0.5870588235294117
madrid,Campamento,25,95.88,25.0,0.3868
madrid,Canillas,93,68.51612903225806,39.0,0.8118279569892473
madrid,Canillejas,77,495.1818181818182,200.0,0.3081818181818181
madrid,Casa de Campo,93,169.38709677419354,52.0,0.4984946236559139
madrid,Casco Histórico de Barajas,38,70.8157894736842,48.0,2.540263157894737
madrid,Casco Histórico de Vallecas,89,75.23595505617978,39.0,0.5332584269662921
madrid,Casco Histórico de Vicálvaro,49,137.46938775510205,41.0,0.3208163265306122
madrid,Castellana,198,145.57575757575756,98.0,0.4339393939393939
madrid,Castilla,60,68.58333333333333,50.0,0.7373333333333334
madrid,Castillejos,137,170.3065693430657,60.0,0.5128467153284672
madrid,Chopera,152,71.24342105263158,41.5,0.8011842105263158
madrid,Ciudad Jardín,93,144.4731182795699,57.0,0.4053763440860215
madrid,Ciudad Universitaria,79,140.1012658227848,55.0,0.1722784810126582
madrid,Colina,15,94.4,50.0,0.4353333333333333
madrid,Comillas,105,172.16190476190476,39.0,0.6773333333333333
madrid,Concepción,79,88.35443037974683,40.0,0.6115189873417722
madrid,Corralejos,14,100.42857142857144,64.0,1.6764285714285714
madrid,Cortes,880,196.0727272727273,74.0,1.142443181818182
madrid,Costillares,41,104.3170731707317,50.0,0.3473170731707317
madrid,Cuatro Caminos,213,108.07511737089202,58.0,0.4838967136150235
madrid,Cuatro Vientos,16,47.0,38.0,0.41875
madrid,Cármenes,61,121.98360655737704,43.0,0.3062295081967213
madrid,Delicias,221,169.21719457013575,45.0,0.716606334841629
madrid,El Goloso,15,158.66666666666666,66.0,0.3366666666666666
madrid,El Pardo,3,195.0,49.0,0.3066666666666666
madrid,El Plantío,6,99.66666666666669,71.0,0.4166666666666667
madrid,El Viso,101,154.54455445544554,84.0,0.3316831683168317
madrid,Embajadores,2317,139.71514889943893,59.0,1.1553172205438067
madrid,Entrevías,48,56.270833333333336,30.0,0.7072916666666668
madrid,Estrella,20,49.85,34.0,0.3795
madrid,Fontarrón,44,65.13636363636364,25.0,0.3243181818181818
madrid,Fuente del Berro,127,189.40944881889763,55.0,0.4404724409448818
madrid,Fuentelareina,5,86.0,100.0,0.032
madrid,Gaztambide,218,82.44954128440367,44.5,0.4322935779816513
madrid,Goya,296,180.75675675675677,81.5,0.6515202702702703
madrid,Guindalera,253,118.8616600790514,68.0,0.5613833992094862
madrid,Hellín,31,484.6774193548387,300.0,0.2396774193548387
madrid,Hispanoamérica,90,120.61111111111111,72.5,0.5202222222222223
madrid,Horcajo,2,43.0,43.0,0.035
madrid,Ibiza,182,153.86263736263737,66.0,0.7323076923076923
