id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,city,price_outlier_iqr,price_log,price_zscore,price_outlier_z
406341,"Quiet downtown Madrid, nearby all",2024487,Fernando,Salamanca,Lista,40.42978,-3.67817,private room,25,3,125,2020-12-23,1.14,1,296,madrid,False,3.2188758248682006,-1.0075243793017812,False
406697,Lovely & Cozy Apartment Center,1973909,Jose Y Ana,Centro,Cortes,40.41401,-3.70004,entire home/apt,56,2,383,2019-03-23,3.49,1,0,madrid,False,4.02535169073515,-0.13413963210928262,False
410699,80m2 spacious bright loft apartment,2044655,Sylvia,Centro,Sol,40.41737,-3.70015,entire home/apt,140,2,153,2020-03-01,1.4,5,193,madrid,False,4.941642422609304,0.8581707184955122,False
415967,LAVAPIES CLASSY (CENTER TOWN),2068619,Alfonso,Centro,Embajadores,40.40827,-3.70049,entire home/apt,58,2,152,2018-11-25,1.39,1,150,madrid,False,4.060443010546419,-0.09613697787105527,False
416705,Quiet room in a two level house,1958516,Almu Y Santi,Puente de Vallecas,Entrevías,40.379,-3.67423,private room,30,2,66,2014-07-19,0.6,2,351,madrid,False,3.4011973816621555,-0.8100766024646481,False
420039,Bonito estudio en pleno centro,9934732,Fernando Javier,Centro,Universidad,40.42738,-3.70635,entire home/apt,57,1,648,2020-12-05,6.0,5,244,madrid,False,4.04305126783455,-0.11497161813064179,False
423655,Tribunal Apartment,1719263,Leticia,Centro,Justicia,40.42719,-3.70142,entire home/apt,100,5,2,2014-09-06,0.02,1,269,madrid,False,4.605170185988092,0.49378322501136873,False
424816,Habitación privada en apartamento..,2111994,,Tetuán,Cuatro Caminos,40.45399,-3.69957,private room,30,90,4,2017-05-31,0.04,2,363,madrid,False,3.4011973816621555,-0.8100766024646481,False
427407,study sol-atocha I,2106353,Reyes,Centro,Embajadores,40.41155,-3.70146,entire home/apt,65,2,7,2015-07-25,0.07,2,323,madrid,False,4.174387269895637,0.027260612010662492,False
429306,Vintage and Scandi Chic at an Historic Central Madrid Home,2134007,Lola,Chamberí,Arapiles,40.43028,-3.70732,entire home/apt,103,3,182,2020-09-15,1.7,2,264,madrid,False,4.634728988229636,0.525794359027502,False
429604,sol-atocha II study,2106353,Reyes,Centro,Cortes,40.4135,-3.70145,entire home/apt,65,2,2,2015-06-25,0.02,2,306,madrid,False,4.174387269895637,0.027260612010662492,False
431806,CHARMING SUITE IN MADRID'S LEDGE,2146727,Carlos,Moncloa - Aravaca,Casa de Campo,40.42827,-3.72226,private room,30,15,102,2020-07-24,0.94,4,322,madrid,False,3.4011973816621555,-0.8100766024646481,False
435010,Cute penthouse room in Madrid!!!,2160658,,Centro,Palacio,40.41275,-3.70862,private room,25,2,202,2020-02-16,1.88,1,351,madrid,False,3.2188758248682006,-1.0075243793017812,False
439715,Chueca Secret Apartment,2184106,Pedro,Centro,Justicia,40.42224,-3.69776,entire home/apt,100,2,13,2013-10-27,0.12,1,365,madrid,False,4.605170185988092,0.49378322501136873,False
440596,Quiet Central Apartment with WiFi,1280726,Mallory,Chamberí,Trafalgar,40.43015,-3.69864,entire home/apt,30,3,7,2012-09-23,0.07,1,0,madrid,False,3.4011973816621555,-0.8100766024646481,False
442986,madrid center chueca house wiffi,2201302,Cesar,Centro,Justicia,40.42389,-3.6977,entire home/apt,96,2,18,2019-12-08,0.17,1,363,madrid,False,4.564348191467836,0.44957445340027985,False
444113,Pretty room,2206218,Tomas,Latina,Lucero,40.40182,-3.75334,private room,25,1,0,,0.0,1,365,madrid,False,3.2188758248682006,-1.0075243793017812,False
449218,"Central, fully equipped, best price",2230279,Marina,Centro,Justicia,40.42849,-3.70183,entire home/apt,49,3,287,2020-11-17,2.65,1,197,madrid,False,3.8918202981106265,-0.2787493923334924,False
456165,Nice room in Madrid,617086,Agata,Carabanchel,Comillas,40.39032,-3.71382,private room,30,2,7,2020-10-24,0.15,1,0,madrid,False,3.4011973816621555,-0.8100766024646481,False
460898,Wide and nice apartment in Madrid,2290984,Artur,Fuencarral - El Pardo,La Paz,40.48503,-3.69858,private room,15,30,0,,0.0,1,362,madrid,False,2.70805020110221,-1.560730404621223,False
462072,Spectacular Penthouse 95 m² Latina,2296476,Jose Manuel,Centro,Palacio,40.40869,-3.71073,entire home/apt,121,2,62,2020-07-25,0.57,1,196,madrid,False,4.795790545596741,0.7002183108369996,False
464307,"LOVELY SUNNY, DOWNTOWN, 2 BR APT.",2307294,Lua & Carlos,Centro,Universidad,40.42186,-3.70341,entire home/apt,85,3,60,2018-04-24,0.55,1,104,madrid,False,4.442651256490317,0.31778099089513157,False
467552,DESIGN PENTHOUSE ALONSO MARTINEZ!,2320165,Fernando,Chamberí,Almagro,40.42859,-3.69521,entire home/apt,72,2,33,2020-01-04,0.31,1,158,madrid,False,4.276666119016055,0.1380249765290593,False
468202,BEST STUDIO IN VERY CENTER MADRID FIBRE OPTIC WIFI,2322563,Julio And Sarah,Centro,Universidad,40.42123,-3.70133,entire home/apt,25,30,269,2020-10-31,2.49,1,316,madrid,False,3.2188758248682006,-1.0075243793017812,False
470132,❤Quiet & Comfortable apartment **Superhost**,2332600,Rodrigo,Centro,Embajadores,40.41018,-3.70164,entire home/apt,77,3,38,2018-10-28,0.35,1,0,madrid,False,4.343805421853684,0.21073445925175383,False
473112,LUXURY DUPLEX CENTER A/A-WIFI,2346162,Carlos,Centro,Justicia,40.42349,-3.70024,entire home/apt,74,12,55,2021-02-28,0.51,1,152,madrid,False,4.30406509320417,0.1676970933987889,False
479718,Wanda Stadium. Madrid. 20 minutes from Sol by tube,2376402,Jesús,San Blas - Canillejas,Rosas,40.43202,-3.60353,private room,76,3,14,2017-01-02,0.13,1,363,madrid,False,4.330733340286331,0.1965778587405788,False
490610,"Bed&Breakfast, 2 bedrooms for 3, at Latina",2426135,Fernando,Latina,Puerta del Angel,40.40996,-3.72491,private room,38,2,19,2019-08-21,0.18,1,0,madrid,False,3.6375861597263857,-0.554075943415996,False
491070,NICE APT IN THE HEART OF MADRID !!!,2427722,Ignacio,Centro,Universidad,40.42885,-3.70479,entire home/apt,70,180,11,2019-07-08,0.1,1,364,madrid,False,4.248495242049359,0.10751691633893842,False
492221,CENTRICO EN EL BARRIO DE LA LATINA,2433045,Manuel,Centro,Palacio,40.41322,-3.70949,entire home/apt,69,2,216,2020-03-31,2.07,1,227,madrid,False,4.23410650459726,0.09193442422243586,False
493238,ElRastro-Plaza Mayor. Air cond-WIFI,2436735,Gemma,Centro,Embajadores,40.40655,-3.70629,entire home/apt,54,4,205,2019-10-28,1.91,1,289,madrid,False,3.9889840465642745,-0.17352450034216127,False
497706,Peaceful apartment in Madrid Centre,2456671,José & María,Retiro,Jerónimos,40.40808,-3.68338,entire home/apt,60,1,211,2021-03-28,2.02,3,260,madrid,False,4.0943445622221,-0.05942280030807384,False
499911,2 bedroom apartment downtown Madrid,2467212,Joël,Centro,Embajadores,40.41234,-3.70186,entire home/apt,97,4,161,2020-09-30,1.6,1,258,madrid,False,4.574710978503383,0.4607969840652506,False
502918,Cozy room in penthouse in Madrid's heart,2480913,Elvira,Centro,Cortes,40.41155,-3.69492,private room,48,3,86,2020-04-07,1.43,1,0,madrid,False,3.871201010907891,-0.3010793487562944,False
506956,Precioso  apartamento  céntrico  en Madrid,1932547,Nieves,Ciudad Lineal,Concepción,40.44117,-3.64841,entire home/apt,68,1,411,2021-03-31,6.51,1,138,madrid,False,4.219507705176107,0.07612444244691055,False
507614,Malasaña: Amazing&extremely central 2BD flat,2501740,Moises&Cristina + Little Sophie&Eli,Centro,Universidad,40.42323,-3.70434,entire home/apt,84,30,23,2020-01-05,0.22,5,364,madrid,False,4.430816798843313,0.3049646931760706,False
510973,Habitación céntrica a 1 min de Plza Santa Ana,2517520,Ruben,Centro,Cortes,40.41412,-3.70057,private room,46,2,4,2017-09-10,0.08,1,365,madrid,False,3.828641396489095,-0.34716990106291834,False
514917,"Nice room, nice flat",83531,Abdel,Latina,Puerta del Angel,40.40445,-3.7398,private room,31,4,27,2018-07-27,0.26,2,363,madrid,False,3.4339872044851463,-0.7745663878025403,False
515008,BIG BED & VERY NICE ROOM YELLOW.,2536524,Marina,San Blas - Canillejas,Arcos,40.42297,-3.61193,private room,17,10,23,2021-04-10,0.22,4,319,madrid,False,2.833213344056216,-1.425183161866239,False
515339,Cozy & central flat 35 m2 next to ROYAL PALACE,2538187,Pe,Centro,Palacio,40.4127,-3.7126,entire home/apt,65,3,129,2020-03-01,2.04,1,0,madrid,False,4.174387269895637,0.027260612010662492,False
518208,BIG BED & VERY NICE ORANGE ROOM.,2536524,Marina,San Blas - Canillejas,Arcos,40.42756,-3.61577,private room,21,10,18,2019-12-31,0.18,4,349,madrid,False,3.044522437723423,-1.1963429111370785,False
518511,"Central, cheery, light, historic",1150912,Andrew,Centro,Embajadores,40.41012,-3.70484,private room,40,2,8,2018-06-29,0.09,1,365,madrid,False,3.6888794541139363,-0.49852712559342754,False
521329,Nice&perfect location singel room,2563986,Elena,Chamartín,Hispanoamérica,40.45591,-3.68773,private room,20,7,0,,0.0,5,364,madrid,False,2.995732273553991,-1.2491809277500023,False
521367,Penthouse with terrace in SOL,2564339,Alfonso & Guillermo,Centro,Sol,40.4154,-3.70255,entire home/apt,75,3,121,2020-08-10,1.15,14,99,madrid,False,4.31748811353631,0.1822337481401472,False
522563,Beautiful loft in downtown Madrid,1652272,Xuan,Centro,Palacio,40.41152,-3.70991,entire home/apt,76,2,91,2021-02-25,1.14,1,179,madrid,False,4.330733340286331,0.1965778587405788,False
524003,NEXT TO PLAZA MAYOR STATELY BUILDNG,2576044,Angel,Centro,Embajadores,40.41327,-3.70223,private room,65,2,379,2021-04-02,3.65,1,365,madrid,False,4.174387269895637,0.027260612010662492,False
526162,Single room in shared flat. Central,2249249,David,Retiro,Pacífico,40.4057,-3.67605,private room,19,2,1,2012-08-04,0.01,1,0,madrid,False,2.9444389791664403,-1.3047297455725708,False
526513,Sol.  Your home in Madrid´s Heart,1134989,Óscar,Centro,Sol,40.41604,-3.70834,entire home/apt,42,2,517,2021-03-10,4.81,1,169,madrid,False,3.7376696182833684,-0.4456891089805037,False
529690,Architect's sunny La Latina retreat,1020814,,Centro,Palacio,40.41004,-3.71233,entire home/apt,100,2,13,2021-03-28,0.13,1,328,madrid,False,4.605170185988092,0.49378322501136873,False
531677,Bright room in the Gran Via!!!!,2613319,David,Centro,Universidad,40.42286,-3.70236,private room,34,2,523,2020-03-15,5.02,1,179,madrid,False,3.5263605246161616,-0.6745293597096642,False
536574,Junior Rent,447969,Javier,Arganzuela,Delicias,40.39317,-3.69358,entire home/apt,70,3,3,2015-10-14,0.04,1,0,madrid,False,4.248495242049359,0.10751691633893842,False
537234,Single Naranja en casa de artista,2638528,Miguel,Arganzuela,Palos de Moguer,40.40108,-3.69113,private room,25,1,19,2020-07-01,0.18,2,0,madrid,False,3.2188758248682006,-1.0075243793017812,False
